,Date,Name,Price,RSI,MarketCap,Volume,URL
49,20200820,carvertical,0.000348,66.62512355462684,"$2,641,946 USD","$31,299.95 USD",https://coinmarketcap.com/currencies/carvertical/historical-data/?start=20200501&end=20200820
113,20200820,tron,0.027545,66.97530988931595,"$1,976,379,314 USD","$856,745,702 USD",https://coinmarketcap.com/currencies/tron/historical-data/?start=20200501&end=20200820
136,20200820,synthetix-network-token,6.21,67.28681591074132,"$564,872,794 USD","$61,944,793 USD",https://coinmarketcap.com/currencies/synthetix-network-token/historical-data/?start=20200501&end=20200820
79,20200820,hypercash,1.69,67.44872364906377,"$83,635,084 USD","$99,276,361 USD",https://coinmarketcap.com/currencies/hypercash/historical-data/?start=20200501&end=20200820
7,20200820,kardiachain,0.035977999999999996,68.08805894465954,"$57,060,623 USD","$3,947,668 USD",https://coinmarketcap.com/currencies/kardiachain/historical-data/?start=20200501&end=20200820
34,20200820,algorand,0.6278229999999999,68.58627212103906,"$473,268,650 USD","$216,681,991 USD",https://coinmarketcap.com/currencies/algorand/historical-data/?start=20200501&end=20200820
142,20200820,dia-data,3.67,68.63830358545333,"$37,202,684 USD","$35,919,830 USD",https://coinmarketcap.com/currencies/dia-data/historical-data/?start=20200501&end=20200820
87,20200820,gas,2.2,68.7634861407359,"$22,848,572 USD","$9,416,955 USD",https://coinmarketcap.com/currencies/gas/historical-data/?start=20200501&end=20200820
16,20200820,senso,0.232861,69.06251125598268,No Data,"$1,070,333 USD",https://coinmarketcap.com/currencies/senso/historical-data/?start=20200501&end=20200820
169,20200820,energy-web-token,12.98,69.1863572293451,"$394,048,272 USD","$4,298,574 USD",https://coinmarketcap.com/currencies/energy-web-token/historical-data/?start=20200501&end=20200820
86,20200820,cosmos,6.3,69.19241724556625,"$1,292,637,514 USD","$277,798,587 USD",https://coinmarketcap.com/currencies/cosmos/historical-data/?start=20200501&end=20200820
143,20200820,monero,101.31,69.21035196816091,"$1,812,496,748 USD","$190,200,253 USD",https://coinmarketcap.com/currencies/monero/historical-data/?start=20200501&end=20200820
57,20200820,waltonchain,0.671317,69.35182725283224,"$46,821,492 USD","$9,724,481 USD",https://coinmarketcap.com/currencies/waltonchain/historical-data/?start=20200501&end=20200820
160,20200820,nem,0.075205,69.56150204974679,"$722,703,261 USD","$22,469,919 USD",https://coinmarketcap.com/currencies/nem/historical-data/?start=20200501&end=20200820
29,20200820,marcopolo-protocol,0.05753200000000001,70.38987668144699,No Data,"$68,023.30 USD",https://coinmarketcap.com/currencies/marcopolo-protocol/historical-data/?start=20200501&end=20200820
109,20200820,loom-network,0.035521,70.42656757833807,"$37,757,139 USD","$17,613,425 USD",https://coinmarketcap.com/currencies/loom-network/historical-data/?start=20200501&end=20200820
120,20200820,coti,0.082726,70.84016866710583,"$45,395,761 USD","$9,912,904 USD",https://coinmarketcap.com/currencies/coti/historical-data/?start=20200501&end=20200820
171,20200820,vidt-datalink,0.9590920000000001,71.02717674337896,"$43,451,791 USD","$7,256,172 USD",https://coinmarketcap.com/currencies/vidt-datalink/historical-data/?start=20200501&end=20200820
132,20200820,civic,0.046159,71.05918080751039,"$31,125,379 USD","$11,282,069 USD",https://coinmarketcap.com/currencies/civic/historical-data/?start=20200501&end=20200820
126,20200820,bns-token,0.0854,71.92750060153783,No Data,"$620,295 USD",https://coinmarketcap.com/currencies/bns-token/historical-data/?start=20200501&end=20200820
103,20200820,caspian,0.007947,73.54525354965581,"$3,789,296 USD","$107,508 USD",https://coinmarketcap.com/currencies/caspian/historical-data/?start=20200501&end=20200820
151,20200820,kick-token,2.9999999999999997e-05,73.81294561368972,"$1,935,653 USD","$560,276 USD",https://coinmarketcap.com/currencies/kick-token/historical-data/?start=20200501&end=20200820
77,20200820,ocean-protocol,0.6029439999999999,74.14132710378364,"$204,617,793 USD","$15,903,523 USD",https://coinmarketcap.com/currencies/ocean-protocol/historical-data/?start=20200501&end=20200820
198,20200820,kucoin-shares,1.3,74.25451291769942,"$104,276,827 USD","$9,006,474 USD",https://coinmarketcap.com/currencies/kucoin-shares/historical-data/?start=20200501&end=20200820
203,20200820,status,0.044464,74.33782851244075,"$156,483,708 USD","$96,327,216 USD",https://coinmarketcap.com/currencies/status/historical-data/?start=20200501&end=20200820
199,20200820,origintrail,0.251929,74.80413567567973,"$79,153,284 USD","$913,896 USD",https://coinmarketcap.com/currencies/origintrail/historical-data/?start=20200501&end=20200820
163,20200820,waves,3.89,74.89366137294411,"$368,344,159 USD","$114,337,211 USD",https://coinmarketcap.com/currencies/waves/historical-data/?start=20200501&end=20200820
10,20200820,dock,0.029020999999999998,75.9520471363017,"$16,322,883 USD","$12,158,166 USD",https://coinmarketcap.com/currencies/dock/historical-data/?start=20200501&end=20200820
37,20200820,lukso,1.26,76.33549906791255,"$4,485,974 USD","$4,511,781 USD",https://coinmarketcap.com/currencies/lukso/historical-data/?start=20200501&end=20200820
14,20200820,singularitynet,0.058892999999999994,77.62378837212725,"$50,169,193 USD","$3,823,861 USD",https://coinmarketcap.com/currencies/singularitynet/historical-data/?start=20200501&end=20200820
11,20200820,neo,17.8,78.30671954402459,"$1,343,744,010 USD","$518,518,402 USD",https://coinmarketcap.com/currencies/neo/historical-data/?start=20200501&end=20200820
100,20200820,newscrypto,0.207688,79.77308286376376,"$19,978,262 USD","$1,800,575 USD",https://coinmarketcap.com/currencies/newscrypto/historical-data/?start=20200501&end=20200820
117,20200820,qtum,4.07,80.1923729601057,"$438,343,439 USD","$1,300,663,511 USD",https://coinmarketcap.com/currencies/qtum/historical-data/?start=20200501&end=20200820
91,20200820,dacc,8.499999999999999e-05,81.10575294720735,No Data,"$68,889.11 USD",https://coinmarketcap.com/currencies/dacc/historical-data/?start=20200501&end=20200820
84,20200820,road,0.178578,81.25400872478099,"$13,836,247 USD","$749,485 USD",https://coinmarketcap.com/currencies/road/historical-data/?start=20200501&end=20200820
118,20200820,utrust,0.219198,81.63989413776989,"$97,476,527 USD","$3,789,453 USD",https://coinmarketcap.com/currencies/utrust/historical-data/?start=20200501&end=20200820
40,20200820,wom-protocol,0.310323,81.97120492828756,"$26,206,886 USD","$10,252,175 USD",https://coinmarketcap.com/currencies/wom-protocol/historical-data/?start=20200501&end=20200820
144,20200820,fantom,0.035450999999999996,84.99692280175887,"$71,237,551 USD","$26,056,232 USD",https://coinmarketcap.com/currencies/fantom/historical-data/?start=20200501&end=20200820
121,20200820,omg,5.72,92.86244762373232,"$1,033,841,103 USD","$3,908,546,165 USD",https://coinmarketcap.com/currencies/omg/historical-data/?start=20200501&end=20200820
99,20200820,terra-sdt,1.4,,No Data,"$266,570 USD",https://coinmarketcap.com/currencies/terra-sdt/historical-data/?start=20200501&end=20200820
128,20200820,gramgold-coin,21.57,,No Data,"$62,563.97 USD",https://coinmarketcap.com/currencies/gramgold-coin/historical-data/?start=20200501&end=20200820
166,20200820,proof-of-liquidity,0.026688999999999997,,No Data,"$184,023 USD",https://coinmarketcap.com/currencies/proof-of-liquidity/historical-data/?start=20200501&end=20200820
